source,state,district,river,raw_location,description,geom
news_reports,Odisha,Dhenkanal,N/A,,"The BJP activists staged a road blockade, protesting against illegal sand mining, at Parjang in

Dhenkanal district saying that the administration has not been doing enough checks.

Later, a party delegation submitted a memorandum to the district collector, seeking closure of the sand quarries and immediate action against those involved in the unlawful activity in the area. The blockade was lifted after local Tehsildar reached the spot and promised the agitators of appropriate steps.",
news_reports,Gujarat,Porbandar,N/A,,"In Porbandar district, Ratdi village, 10 people were caught mining sand illegally and were fined on those grounds. Equipment worth 8,50,000 rupees was collected from them. Royalty inspector BV Sadhu filed a complaint against the illegal mining activity at the Miani Police station. ",
news_reports,"Uttar Pradesh, Madhya Pradesh","Etawah, Jalaun, Fatehpur, Bhind","Yamuna, Sindh",,"Illegal sand mining in the riverbeds of the Yamuna and Sindh rivers along the Uttar Pradesh-Madhya Pradesh border in the region is continuing in blatant violation of the Supreme Court's February 2012 ruling. Following the 2012 ruling, mining of sand, gravel, clay, marble and other stones was stopped across the country.

Heavy-duty JCB machines were being used by contractors in the riverbed of the Yamuna and Sindh rivers for extracting sand in Etawah, Fatehpur and Jalaun districts. Villagers rue that despite the ban, on an average 50 to 100 trucks and tractor-trolleys carrying sand can be seen passing from the Fatehpur district. ",
news_reports,Maharashtra,Nagpur,N/A,,"Sand has become extremely valuable for realtors, with unprecedented demand in recent auctions. The district collectorate auctioned riverbed sand at prices almost six times the reserve, attracting significant participation",
news_reports,Maharashtra,"Nagpur, Bhandara",N/A,,"The severe sand shortage in the city over the past year is nearing its end as the district administration begins auctioning sand ghats, receiving bids at double the estimated value. An e-auction of 47 sand ghats was conducted, with 22 ghats successfully auctioned. The estimated value of these 22 ghats was around Rs 8 crore, but the bids totaled Rs 15.90 crore, significantly higher than the revenue from the previous auction in 2013.


Additional auctions for the remaining 25 ghats will be completed within 15-20 days, further increasing revenue. All necessary clearances, including environmental and gram panchayat consents, were secured before starting the auction. The 2014 auctions were halted due to pending legal cases and environmental clearances, causing sand prices to double and leading to illegal mining and transportation from Bhandara.",
news_reports,"Maharashtra, Andhra Pradesh",Nagpur,N/A,,"The third round of sand ghat auctions failed to attract any bids for the 18 ghats offered, prompting the government to reduce the offset price by 25%. Initially hoping to raise Rs 25.16 crore, the government now expects lower revenue. Previous auctions were successful, raising Rs 20.60 crore from 21 ghats in the first round and Rs 8.78 crore from 17 ghats in the second. The Andhra Pradesh government's decision to give away sand ghats for free might have impacted the third round. Additionally, the government has been strict on illegal sand mining, lodging 190 FIRs, arresting 330 individuals, and recovering Rs 1.80 crore in penalties.",
news_reports,Maharashtra,"Nagpur, Gondia, Bhandara, Wardha, Gadchiroli",N/A,,"A social worker from Kanhan, Krishna Kumar Agrawal, has filed a petition at the Nagpur bench of the Bombay High Court challenging the auction of sand ghats in districts including Gondia, Bhandara, Wardha, Gadchiroli, and Nagpur. Agrawal alleges that these auctions violate the 'Sustainable Sand Mining Management Guidelines' and has requested the court to quash the tender notices issued for these auctions.",
news_reports,Maharashtra,Nagpur,N/A,,"The auction for 39 sand ghats in Nagpur district will be held on Tuesday, with excavation permitted until July 31, 2011. Initially, 96 ghats were identified, narrowed down to 62 by the Groundwater Survey and Development Agency (GSDA), and further reduced to 39 by gram sabhas.",
news_reports,Maharashtra,"Nagpur, Chandrapur, Bhandara, Gondia, Gadchiroli",N/A,,"Social worker Anil Agre and six others filed the petition, claiming that government officials were ignoring rampant illegal sand mining in various districts, including Nagpur, Bhandara, Gondia, Chandrapur, and Gadchiroli. They accused government and transport department officials of colluding with sand contractors, violating a 2013 policy that required environmental clearance and set conditions for sand mining. The petitioners argued that trucks often carried more sand than allowed, causing significant losses to the exchequer, and called for an expert inquiry into the matter.",
news_reports,Maharashtra,Nagpur,N/A,,"State Home Minister Anil Deshmukh, along with Guardian Minister Nitin Raut, conducted surprise checks at sand ghats, seized vehicles, and visited police stations in the district. The home minister has issued instruction to use drones to monitor illgeal excavation and transportation of sand.",
news_reports,Madhya Pradesh,Narsimhapur,Narmada,,"The National Green Tribunal (NGT) has ordered a Special Investigation Team (SIT) to inspect illegal mining along the Narmada River in Narsingpur district, Madhya Pradesh. The SIT, composed of local officials, must determine if mining is confined to authorized areas and investigate environmental damage. They will report by May 20, 2016, with a hearing on May 23. Additionally, the NGT directed the state government to deploy police to protect gharials in the Son Gharial Sanctuary, following recent killings by the sand mafia. This case will be heard next on August 2, 2016. ",
news_reports,Madhya Pradesh,Barwani,Narmada,,"Narmada Bachao Andolan (NBA) activists, including Rohit and Raja, faced violent resistance from the sand mafia near Rajghat, Madhya Pradesh, when they tried to stop illegal sand smuggling from the Narmada River. The activists were attacked, resulting in minor injuries and damage to their vehicle. Despite providing evidence to the police, the FIR filed included only mild charges, and no decisive action was taken. This incident highlights the persistent issue of illegal sand mining in the region, facilitated by an alliance between the sand mafia, politicians, and local authorities, despite official bans and legal orders, causing severe environmental damage to the Narmada Valley.",
news_reports,Jharkhand,Dhanbad,Damodar,,The Mining Department of Dhanbad and Mahuda Police jointly raided Donga ghat on the basis of information that illegal sand was being smuggled from there. The illegal sand miners fled the scene.,
news_reports,Madhya Pradesh,"Anuppur, Ashoknagar, Bhopal, Chhatarpur, Chhindwara, Damoh, Datia, Dindori, Guna, Indore, Katni, Mandla, Balaghat, Barwani, Betul, Bhind, Alirajpur, Burhanpur, Dewas, Dhar, Gwalior, Harda, Jabalpur, Jhabua, Vidisha, Mandsaur, Morena, Narsimhapur, Neemuch, Umaria, Panna, Sagar, Shahdol, Tikamgarh, Shivpuri, Sidhi, Shajapur, Seoni, Sehore, Rewa, Ratlam, Rajgarh, Raisen, Satna, Singrauli, Sheopur, Ujjain, Pandhurna, Niwari, Mauganj, Maihar, Agar-Malwa, Khargone (West Nimar), Khandwa (East Nimar), Narmadapuram",Narmada,,"The Madhya Pradesh government announced an indefinite ban on sand mining in the Narmada River to protect the environment. The decision, influenced by the Narmada Seva Yatra and public pressure, aims to address concerns about the adverse impacts of excessive sand mining. Chief Minister Shivraj Singh Chouhan emphasized the need to balance development and ecological preservation. The government will develop a new mining policy that incorporates environmental considerations.",
news_reports,Jharkhand,"Saraikela-kharsawan, West Singhbum",Kuju,,"Due to the NGT monsoon ban on sand mining, prices of sand have increasted from Rs 2500 per cft in January to Rs 4500 per cft in June in Chaibasa. Due to this high price sand is being extracted from various ghats illegally without the administration/mining department paying attention. The govt has not issued any sand mining tenders which enables illegal mining to continue. Sand is being mined illegally from Kuju river at the Aayta and Kursi sand ghats and from more than a dozen places in Tantnagar block, Saraikela district. The situation is hardest for locals who are trying to build houses and are forced to buy this expensive sand. Tractors are carrying illegally mined sand in the city right under the officials' noses. The sand mining is particularly active at night.",
news_reports,Maharashtra,Nagpur,N/A,,"On Wednesday, Bhivapur police, under the supervision of SP Rakesh Ola, intercepted eight trucks illegally transporting sand worth over Rs 1.50 lakh, seizing sand and trucks valued at Rs 2.02 crore. Five drivers had receipts but carried excess sand. This is the largest recent action against the sand mafia.


On Tuesday, Umred police seized six trucks carrying sand illegally, with sand and trucks valued at Rs 65 lakh. Despite GPS tracking in trucks, illegal sand transportation persists, and the Regional Transport Office's oversight is under scrutiny.",
news_reports,Gujarat,Tapi,Tapi,,"Bhavesh Korat, former royalty officer of the mines and geology department was arrested by the Anti Corruption Bureau (ACB) for causing a loss of 1 crore rupees from illegal sand mining. Royalty passes that were issued for a certain location were being used at different areas illegally and Korat had received tons of complaints for the same as well. He did not take any action towards those complaints. ",
news_reports,Uttar Pradesh,Banda,N/A,,"BJP MLA from Tindwari assembly constituency of Banda, Uttar Pradesh had accused the  district superintendent of police of patronizing local sand mafia and posing threat to his life through them. He alleged that the concerned police officer is directly involved in illegal sand mining and is conspiring to get him killed. He had also previously written a letter to UP Chief Minister Yogi Adityanath, describing the threat to his life from the SP and sand mafias.


He alleged that the SP used to take Rs 10 lakh per months from every mines and also take Rs 5 lakh for appointment of SHOs.",
news_reports,Uttar Pradesh,Banda,Ken,,"The NGT had directed the District Magistrate of Uttar Pradesh’s Banda to verify the value of the material illegally mined and asked to review the Rs 1.45 crore environmental fine imposed earlier. As per the complaint filed by applicant Haidar Khan, company, R.S.I. Stone World Ltd was involved in sand mining, violating environmental norms and without consent from the state PCB in Naraini tehsil of the district.


The Tribunal asked the DM to verify the fine imposed as it was not clear how the value of the mined material was calculated when lease money was Rs 20 crore per year. 


The committee had found mining down to six metres against the maximum permitted depth up to three metres with the use of Pokland machines, use of lifter machines, part of which were found inside the Ken river. Accordingly, the Banda District Magistrate cancelled the lease and blacklisted the project proponent and also slapped an environmental compensation of Rs 1.45 crore.",
news_reports,Maharashtra,Nashik,Girna,,"Sand extraction is going on openly from Girna riverbed near Lohoner village. Due to the kindness of an officer of revenue system, large scale sand smuggling is going on and thousands of brass sand is being pumped till late every night. The concerned authorities are deliberately ignoring this sand smuggling.",
news_reports,Uttar Pradesh,Banda,Ken,,"Lakhan Singh of SP and Daljit Singh of Congress had been summoned by the National Green Tribunal (NGT) for allegedly lifting sand from the Ken river in Banda District of UP.

The notice came after the district superintendent of police, RP Pandey, named the two in a letter to the Banda district magistrate.

The two politicians had been directed to be present before the tribunal and respond as to why proper action should not be taken against them in accordance with law, including paying up environmental compensation. 

The petition in the case was filed by Brij Mohan Yadav, a resident of Banda. “Not just did the mafia usurp my agricultural fields, but when I protested, they thrashed me and my family. Later, they kidnapped me and released me at Satna near Jabalpur in Madhya Pradesh after three days,”",
news_reports,Uttar Pradesh,Kanpur Dehat,Yamuna,,"Two persons were killed while three others were injured over monetary and mining area dispute between the two groups at Nibarri village at Yamuna Kharka Ghat in Rajpur area, Kanpur Dehat district, UP. Following heated argument, both the groups attacked each other with lathis, sticks and sharp-edged weapons and also resorted to indiscriminate firing. Five people had been taken into custody in connection with the incident. 

During preliminary investigations, it came to fore that one Manoj Chauhan and Saida Khan had together taken sand mines on lease but later fell apart due to monetary and mining area dispute.",
news_reports,N/A,N/A,"Yamuna, Ganga, Chambal, Gomti",,"The article speaks of the hurdles in the fight against illegal sand mining in the country focusing on the lacunas in the laws and policies surrounding minor minerals extraction especially sand. The article is from March 2015 preceding the new Sustainable Sand Mining Management Guidelines issued in March 2016. 

The issue of sand mining had been known earlier as well, but gained significant legal prominence ever since the Supreme Court of India, in its order dated February 27, 2012, went on to systematically record how India’s rivers and its riparian ecology have been severely affected due to an “alarming rate of unrestricted sand mining.”  Recognising that small-scale mining of minor minerals from riverbeds is an important economic activity, the order noted that unrestricted and uncontrolled form of such mining has had a huge environmental impact.


Following this order, on August 5, 2013, the NGT's principal bench passed a strong order restraining the removal of minerals from riverbeds across the country without approvals by the Ministry of Environment and the concerned state-level environment impact assessment authorities. And also made strong observations regarding the non-compliance of its orders by state governments. ",
news_reports,Gujarat,Surat,Tapi,,"No decline in sand mining on the Tapi riverbed can be seen even after countless raids being carried out by the mining department officials. Even after the trucks are confiscated, the goons steal them back. Instances of illegal sand mining can be seen in Kamrej-Bardoli, Dungra Village and, Digas village. ",
news_reports,Gujarat,Surat,Tapi,,"After getting a tip from someone about sand mining being carried out illegally near the Pal-Umra bridge, the Pollution Control Board raided the truck driver. They collected 45 tonnes of sand, a truck, two bikes, and a canoe and seized 14.54 lakh. The truck driver in question was Kamlesh Tejaji Vanzara. After interrogating him and his brother, it was revealed that the duo was planning on acquiring sand illegally and selling it wholesale at a higher price. ",
news_reports,Uttar Pradesh,Kanpur Dehat,Yamuna,,"A truck cleaner who came from Rajasthan's Bharatpur district with his cousin to transport the sand, met with an unfortunate accident and came under the poclain machine, while watching the sand extraction. The incident took place in Bichhawali sand ghat in Sikandra tehsil, Kanpur Dehat, Uttar Pradesh. ",
news_reports,Uttar Pradesh,Kanpur Dehat,N/A,,"The incident took place when some people of the Shivraj Bhavan village of Akbarpur tehsil area in Kanpur Dehat tried to find out the truth after getting a tip-off about illegal mining happening in the area. The locals informed the administration when some people allegedly involved in illegal mining tried to spread terror by firing in the air. The local MLA reached at the spot to know about the situation. Subsequently, Raniya police seized a JCB, a dumper and a car with an MLA written on it.",
news_reports,Madhya Pradesh,"Narsimhapur, Dhar, Barwani, Narmadapuram",Narmada,,"The resistance to big dams on the Narmada River has raised fundamental questions about the relationship between development and the environment, as well as socio-cultural and economic ties to the river. These concerns have been compounded in the last six to seven years by extensive sand mining in Madhya Pradesh, facilitated by a 2015 policy that expanded legal mining areas but also led to rampant illegal mining. This large-scale extraction disrupts local ecosystems and impacts livelihoods dependent on the river, such as farming and fishing. The aggressive sand mafia, coupled with inadequate government response, exacerbates these issues. Birds and other wildlife that rely on the riverbanks are also affected. The situation underscores the conflict between capital-driven development and sustainable living, often resulting in greater poverty and forced migration for marginalised communities in the state.",
news_reports,Madhya Pradesh,"Alirajpur, Anuppur, Barwani, Dhar, Harda, Jabalpur, Mandla, Narsimhapur, Rajgarh, Raisen, Rewa, Sagar, Sehore, Narmadapuram",Narmada,,Indore bench of Madhya Pradesh High Court on Monday directed Narmada Valley Development Authority (NVDA) to explain how mining is being allowed on the land acquired by them in Narmada valley for submergence areas of dam.,
news_reports,Madhya Pradesh,"Barwani, Dhar, Alirajpur, Khargone (West Nimar)",Narmada,,"The Madhya Pradesh High Court has given the state government three days to submit a report on sand mining activities along the Narmada River banks, particularly in the catchment area of the Sardar Sarovar dam. This directive follows a petition by Narmada Bachao Andolan leader Medha Patkar and six villagers, alleging that sand mining in several villages violates environmental regulations and court rulings. The court warned that failure to comply could result in stopping the mining activities.",
news_reports,Madhya Pradesh,"Barwani, Alirajpur, Dhar, Khargone (West Nimar)",Narmada,,"Social activist Medha Patkar has alleged to the National Green Tribunal (NGT) that rampant illegal sand mining is occurring in the catchment and submergence areas of the Sardar Sarovar project across the districts of Badwani, Dhar, Alirajpur, and Khargone in Madhya Pradesh. She also claimed that volunteers of Narmada Bachao Andolan (NBA) and the National Convener of the National Alliance of People's Movements (NAPM) are being threatened by the mining mafia in Badwani district. In response, the NGT's central zonal bench in Bhopal directed the state government to provide records of royalty collection in the mining lease area, details on preventive measures taken against illegal mining, and information on penalties, FIRs, and complaints lodged. The case, initially heard by the Jabalpur bench of the MP High Court in February 2014, has its next hearing scheduled for November 17.",
news_reports,Madhya Pradesh,"Barwani, Dhar",Narmada,,"Illegal sand mining in the Narmada river threatens aquatic species, including the endangered mahseer fish. This practice disrupts the river's ecosystem, affecting fish populations and local livelihoods. Despite legal interventions, sand mining continues in Madhya Pradesh's Dhar and Badwani districts, causing ecological damage and threatening bird species. Activists face threats from the mining mafia, and local fishermen struggle with declining fish stocks and income. Effective administrative measures to curb illegal mining remain insufficient.

",
news_reports,N/A,N/A,N/A,,"The Supreme Court on Tuesday sought responses from Tamil Nadu, Madhya Pradesh, Maharashtra and Andhra Pradesh within six weeks on a plea seeking investigation into illegal sand mining cases and the termination of leases of entities involved in it.


A bench of Justices Sanjiv Khanna and Sanjay Kumar said a fine of Rs 20,000 will be imposed if the states don't file counter affidavits in six weeks. Massive illegal mining was going on in these states, and the petition dates back to 2018 and the four states had not filed affidavits on the status of illegal sand mining despite notices being issued to them.",
news_reports,Uttar Pradesh,Banda,"Ken, Bagen",,"The National Green Tribunal expressed displeasure over the absence of a representative of the Ministry of Environment and Forest in a sand mining case. 

""We must regretfully note that the ministry persists even in the New Year in the practice of being unrepresented in non-compliance to the directions of the tribunal and despite the assurance by the higher authorities of the MoEF,"" a bench headed by NGT Chairperson Justice Swatanter Kumar said. 

The observations were made while hearing the plea of Uttar Pradesh resident Brij Mohan Yadav, who had alleged that illegal sand mining was being carried out in rivers Badain and Ken flowing through district Banda of the state. ( Original Application No. 292/2013) ",
news_reports,Uttar Pradesh,Banda,N/A,,"The National Green Tribunal directed the Uttar Pradesh government to furnish a report on a plea alleging illegal sand mining in two villages in Banda district.

The requested report should provide the status of DSR and Replenishment studies for Banda district, status of in-stream mining in submerged water and monitoring mechanism in place.


The tribunal was hearing a plea filed by UP residents Raj Kumar and Ramkaran against illegal mining in villages Kanwara and Bendakhadar in Banda district by M/s Durge Trading Company and Ashish Kumar Gautam.",
news_reports,Odisha,"Anugul, Balangir, Baleshwar, Bargarh, Baudh, Bhadrak, Cuttack, Debagarh, Dhenkanal, Gajapati, Ganjam, Jagatsinghapur, Jajapur, Jharsuguda, Kalahandi, Kandhamal, Kendrapara, Kendujhar, Khordha, Koraput, Malkangiri, Mayurbhanj, Nabarangapur, Nayagarh, Nuapada, Puri, Rayagada, Sambalpur, Sundargarh, Subarnapur (Sonepur)",N/A,,"Prime Minister Narendra Modi accused the then BJD government in Odisha of enabling a mafia that controls all sectors, including land, sand, coal, and mining sector as a whole. Speaking at election rallies in Angul and Cuttack, Modi claimed that this mafia prevents fair competition, where awarding of the government contracts goes to a select few in a non-transparent manner. He criticized the BJD for twenty-five years of mismanagement, leading to poverty and lack of development despite Odisha's rich natural resources. He also highlighted issues like corruption, misuse of mining funds, and lack of basic amenities like drinking water in Cuttack.

(Speculation: These remarks come during the lok sabha election of 2024)",
news_reports,Odisha,"Kendrapara, Jajapur","Mahanadi, Luna, Chitrotopla",,"Illegality in allowance: hands with politicians and revenue officials; inadequate environmental consideration with many sites without clearances

Land erosion: embankment failure created due to mining

Loss of revenue: unauthorised quarrying in 30 riverbed places, investigation found Tito and his associates minted crores of rupees from sand mining in both the districts of Kendrapara and Jajapur

Loss of infrastructure: roads going bad due to heavy transport",
news_reports,"Maharashtra, Madhya Pradesh",Nagpur,N/A,,The Nagpur district revenue department has imposed a penalty of ₹4.76 crore on 83 truckers for the illegal use of Electronic Transit Pass (eTP) to transport sand. These truckers were allegedly using fake eTPs from Madhya Pradesh to excavate and transport sand in eastern Vidarbha districts of Maharashtra.,
news_reports,"Maharashtra, Madhya Pradesh","Nagpur, Pandhurna",Kanhan,,"The non-auction of sand ghats is causing significant financial losses for both the government and consumers. ",
news_reports,Kerala,Thiruvananthapuram,N/A,,"A proposal to amend the Kerala protection of  riverbanks and regulation of removal of sand act, 2001 is under review to facilitate and mining in the state’s rivers.


The article talks about demand for sand, about laws at central level and also talks about the influx of sand and sediment due to floods of 2018.",
news_reports,Maharashtra,"Nagpur, Ahmadnagar, Akola, Amravati, Chhatrapati Sambhajinagar (Aurangabad), Bhandara, Beed, Buldhana, Chandrapur, Dhule, Gondia, Hingoli, Jalgaon, Gadchiroli, Jalna, Kolhapur, Mumbai Suburban, Mumbai, Nanded, Nandurbar, Nashik, Latur, Dharashiv (Osmanabad), Parbhani, Pune, Sangli, Satara, Sindhudurg, Solapur, Thane, Ratnagiri, Wardha, Raigad, Washim, Yavatmal, Palghar",N/A,,"In March 2013, the revenue department introduced barcoded transit passes for trucks carrying sand to curb illegal sand mining. However, the system has not been effective, with numerous cases of illegally mined sand being discovered in recent months. To address this, the state government's IT wing, Mahaonline, developed the Sand Mining Approval and Tracking System (SMATS), to be implemented mandatorily from 2015-16, replacing the barcoding system.",
news_reports,Maharashtra,"Nagpur, Pune, Akola, Bhandara, Buldhana, Kolhapur, Mumbai, Mumbai Suburban, Nanded, Jalna, Raigad, Solapur, Thane, Washim, Jalgaon, Yavatmal, Ahmadnagar, Amravati, Chhatrapati Sambhajinagar (Aurangabad), Chandrapur, Beed, Dhule, Hingoli, Latur, Nandurbar, Nashik, Dharashiv (Osmanabad), Gondia, Parbhani, Ratnagiri, Sangli, Gadchiroli, Wardha, Sindhudurg, Palghar, Satara",N/A,,"The state government of Maharashtra has decided to use drone technology to monitor and curb illegal sand mining, inspired by a successful model implemented in Nagpur district. Nagpur used two drones earlier this year to monitor sand mining locations, leading to the capture of violators and the recovery of Rs 1.52 crore in penalties.",
news_reports,Maharashtra,Nagpur,Kanhan,,Video of villagers talking about Illegal sand extraction by two brothers on the bank of Kanhan river. They seem to be taking up issue of illegal sand mining happening since a year to DC.,
news_reports,Madhya Pradesh,"Dhar, Barwani",Narmada,,"The Jabalpur bench of the Madhya Pradesh High Court ordered an immediate halt to illegal sand mining in the Sardar Sarovar areas, condemning the MP government’s mining leases on lands vested in the Narmada Valley Development Authority (NVDA) as a misuse of power. Justices Rajendra Menon and Moolchand Garg directed a complete stop to all sand mining in the Sardar Sarovar Project-affected areas and demanded detailed responses from the MP government, State Pollution Control Board, and Ministry of Environment and Forests by May 12. The court's decision followed the state's failure to provide requisite details despite multiple extensions, prompting the Narmada Bachao Andolan (NBA) to highlight the ongoing violations and environmental damage. NBA leader Medha Patkar emphasized the severe legal and ecological implications of the unauthorized mining, which contradicts Supreme Court and National Green Tribunal directives.",
news_reports,Kerala,Alappuzha,N/A,,"A meeting attended by representatives of various political parties, including the Congress and Communist Party of India (CPI), and organisations urged the government not to proceed with sand mining. It pointed out that the recent State government order allowing sand extraction throughout the year was mysterious and would destroy the coast and Kuttanad region. The meeting decided to resist any move to transport mineral-rich sand from Thottappally.",
news_reports,Uttarakhand,"Nainital, Hardwar, Champawat, Garhwal","Gaula , Kosi (UK/UP), Malan, Dabka, Nandhaur, Kotawali, Sharda",,"Due to Covid-19 lockdown, the sand mining could not be carried out in the months of March and April and rivers officially get closed for any mining activity due to monsoon after May 31. Citing the loss of jobs and revenue, the Uttarakhand Chief Minister requested the Union environment ministry to allow mining beyond the permissible date at seven river stretches across four districts.",
news_reports,Kerala,Ernakulam,Periyar,,"Ernakulam rural police arrested three persons for alleged sand smuggling from Periyar.

A vehicle filled with sand and three loads of mined sand, which was found in heaps, were seized. They were caught at the Uliyannoor ferry. The inspection took place early Sunday morning. The sand was being transported towards Kollam, said police, adding that the accused have a similar cases against them. They were presented in court and remanded.",
news_reports,Andhra Pradesh,Anantapur,N/A,,"Senior Telugu Desam Party (TDP) leader and former MLA of Tadipatri, J.C. Prabhakar Reddy, expressed his concerns over the alleged rampant illegal sand mining and transportation in his constituency.


Through a video released on Tuesday, Mr. Reddy cautioned around 25 individuals who had previously been involved in illegal sand mining activities in Tadipatri. Mentioning that said individuals were in fact “dear to him”, he urged them not to distance themselves from him by engaging in such unlawful activities.",
news_reports,Tamil Nadu,Tiruchirappalli,Kaveri,,"Two individuals were arrested in Trichy, India, for illegally mining and smuggling river sand. The incident occurred near the Periyar Bridge in Musiri, a town in Trichy district. The accused were caught by local authorities and booked under theft charges and relevant mining regulations. They found a tipper truck loaded with sand moving in the area. They intercepted the truck and found 2.5 units of river sand.


The river involved in the incident is likely the Cauvery River, a major water source in the region. The Periyar Bridge is a significant landmark in Trichy, connecting the city with Srirangam.",
news_reports,Kerala,"Malappuram, Kollam, Pathanamthitta, Ernakulam, Kasargod, Palakkad, Thrissur, Kannur","Chaliyar, Bharathapuzha, Kadalundi, Pampa, Achankovil",,"The Revenue Department is planning to expedite dredging efforts to increase the water capacity of rivers and support the construction industry. The mining and geology department has already approved the initiation of dredging in three rivers in Malappuram, with the state environment committee’s approval still pending. The 'Kadav' committees, operating under the District-Level Committee, are responsible for conducting sand auctions. Sand mining sites have been identified in eight districts, from Kasaragod to Kollam, after auditing 32 rivers under the Institute of Land disaster management (ILDM). Although specific guidelines are in place, the National Green Tribunal (NGT) ruled in 2020 that any dredging or sand mining plans must be prepared by approved consultants. The sand auditing process was conducted in accordance with this ruling.",
news_reports,Punjab,Amritsar,N/A,,"A joint task force of the Mining Department and the police today busted illegal sand mining operation in Ajnala today. The raid was monitored in real-time in Chandigarh via body-worn cameras. Thus, enabling senior officials in the headquarters to oversee the entire operation remotely.",
news_reports,Tamil Nadu,Kancheepuram,Palar,,"The five-year ban on sand mining in the Palar River, Kancheepuram, has ended, and the government is conducting a scientific study to evaluate future quarry locations. Environmentalists are concerned about the impact of reopening quarries, noting that it could disrupt rainwater percolation and affect traditional stepwells in Tamil Nadu. The ban, initiated by the Madras High Court after a CBI investigation into illegal sand stockyards, had allowed the river's sand levels to replenish. Meanwhile, local sand lorry owners argue that resuming mining will reduce sand prices in Chennai, where river sand currently sells for ₹38,000 to ₹42,000 per load.",
news_reports,Andhra Pradesh,East Godavari,N/A,,"Government takes action to empower women groups through taking better control of sand mining. A pilot sand mining scheme undertaken in East Godavari district under the new Sand Mining Policy-2014 has met with ""tremendous success"".


The policy experimented with women SHGs taking control of various sand reaches and overseeing the extraction and sale. 25% of the proceeds of this was to go to the SHG.",
news_reports,Andhra Pradesh,"Vizianagaram, Srikakulam, Krishna, Guntur","Krishna, Vamsadhara, Nagavali",,"The overview shows that the sand mining state of affairs have further worsened in Andhra Pradesh. While the illegal and excessive riverbed mining continued to affect rivers, dependent communities & even aggravating the surface and groundwater crisis in Tungabhadra river villages in Kurnool and Palar tributaries in Chittoor. Mining in Varaha river and in the catchment of Kalyanapulova dam in Vishakhapatnam has been severely affecting tribal population and farmers by creating water scarcity.


The unsustainable mining practices in Nagavali, Krishna, Godavari and other rivers have not stopped. In fact, with new govt which made it an election issue and won has failed to reverse the trend. First it abruptly cancelled the existing policy and then delayed the much hyped new one for five months. The 15 days ban & then non-availability due to floods hit the construction sector severely rendering about 35 lakh sand and construction workers of which nearly 30 per cent were women- jobless. The crisis also reportedly led to suicide incidents of four labours.  


In between the govt could make available only 40,000 T sand a daily against the demand of about 1.50 lakh T. The online booking mechanism proved ineffective leading to shortage & exorbitant price rise in the black market thus creating a new mafia. With availability of 12 MCM sand against the demand of 20 MCM annually, APMDC officials say Andhra Pradesh is sand-deficit. Govt also says that due to illegal mining state was losing Rs 500-600 crore revenue annually. Criticising free sand policy the govt promised to avail sand at Rs 375 per T through APMDC but the non-availability led to about 10 times price rise in black market. 


In a face saving move, it allowed more mining in smaller rivers, village level water bodies and even explored more mining opportunities in already over-exploited rivers and Kadapa and Prakasam districts. However the policy changes have not helped stop unsustainable exaction and plug illicit mining operations. It is surprising that despite this riverbed minerals were being transported to Bengaluru, Chennai and Telangana while given short supply, the builders in state were seen buying sand from Odisha. Reports also show that the state govt has failed to install CCTV cameras and has not taken other measures recommended by MoEF&CC to check illegal sand mining. 


In an unexpected U-turn, the Jagan Mohan Reddy govt has denied illegal mining in Krishna river by submitting same affidavit which was presented by previous govt in NGT. The TDP govt had maintained that it allowed dredging and desliting which was out of EIA ambit. Thus the present govt has further betrayed the mandate and trust of people affected and concerned about the brazen mining operations.


The root cause of sand vortex in Andhra Pradesh is undoubtedly war footing construction work in nine cities including capital Amravati undertaken post bifurcation of state driving up the land prices and sand demand. The cities cannot be called smart if their construction is being done by unsustainable extraction of riverbed mineral which is essentially leading to destruction of rivers and water sources.


Talking of violence, five people including four govt officials and a village representative faced violent attacks for acting against illegal mining activities and four labours reportedly committed suicide following sand scarcity in the state.


The efforts by water activist Rajendra Singh, Vikram Soni, Anumolu Gandhi and Bolisetty Satyanarayana in exposing the illegalities in Krishna river sand mining are appreciable. However, the present govt has taken no lesson from the failure of previous govt and more or less marching on the same path when it comes to mining practices. In absence of scientific replenishment studies and EIA scrutiny the new sand mining policy has not helped the govt, rivers or people.


Mentions multiple injury cases as well other than deaths",
news_reports,"Kerala, Tamil Nadu",Idukki,Periyar,,"Kerala, rich with waterbodies, has been mourning the slow death of its many rivers, lakes and canals over the years, with environmentalists making desperate calls to save what’s left.


 apart from other issues and  also been highlighted as a major cause for the destruction of rivers in Kerala. 


Sand mining became another major contributor to further deepening of rivers. “In a sand audit conducted in 2013 in the Chalakudy river, it was found that while the surface water level went down in some areas the river bed under it had lowered by 10 to 12 metres,” says SP Ravi, director of River Research Centre (RRC), Chalakudy. ",
news_reports,"Kerala, Tamil Nadu",Tirunelveli,Thamirabarani,,"Bishop Samuel Mar Irenios and five other priests from the Syro-Malankara diocese, Pathanamthitta, face serious charges, including conspiracy and theft, related to illegal sand mining from the Thamirabarani River. Denied bail, they are accused of leasing diocese-owned land for sand mining under fraudulent licenses. The Tamil Nadu Crime Branch invoked strict IPC sections and the Mines and Minerals Act against them. Despite defense claims of health issues, the court upheld custody due to inadequate medical evidence, citing an ongoing investigation and possible financial connections among suspects.",
